Geneid	remap/Sample1-1.bam	remap/Sample1-2.bam	remap/Sample1-5.bam	remap/Sample1-7.bam	remap/Sample1-9.bam	remap/Sample2-10.bam	remap/Sample2-3.bam	remap/Sample2-4.bam	remap/Sample2-5.bam	remap/Sample2-8.bam
RGna_RS14965	371.7065828572085	521.6336611854949	499.7367299129452	408.7538780126141	792.1345413064239					
RGna_RS14970	179.83015614864902	275.21268955472	269.3231582025539	185.3664546971001	356.66557131420365					
RGna_RS14975	358.0265535782317	537.2382976472347	513.8363841685139	363.48718886151676	635.2684892841664					
RGna_RS14980	483.4083223414587	571.5051814700028	575.3876651451615	449.41984370590444	931.169864556002					
RGna_RS14985	1631.2566339004875	1697.2481494869978	1696.6490182379598	1397.6078724494757	3123.403405647152					
RGna_RS14990	258.8215118505993	408.36045701942805	391.7596999384154	287.8568225502735	510.1176693906268					
RGna_RS14995	294.1779691170029	457.2894992659357	365.11444553852965	359.19757254183094	581.7346278276357					
RGna_RS15000	259.34485859534465	421.63072495860973	405.9221845220809	321.80308841175093	614.7531371803349					
RGna_RS15005	304.60098547387173	423.7018676314968	409.84214806692466	325.24839155921404	638.739901793916					
RGna_RS15010	230.60222111064488	415.95503949400205	443.6755776381523	320.8405355771602	539.3554036471453					
RGna_RS15015	227.17311122130653	386.18464745585817	371.6694834917522	349.61509389986185	568.7482286261385					
RGna_RS15020	61.28840374667803	45.33661686142388	59.98766652917623	60.69626943295599	43.701355806461116					
RGna_RS18220	37.70426159477715	35.96356297614281	26.956362530809194	18.778538508119688	11.344080165788686					
RGna_RS15025	36.76815578966545	21.70215007181032	20.273532908833626	21.031963129094052	18.61993847901867					
RGna_RS15030	4.197691151704812	8.17462034514048	7.897647283275686	3.7631743173329317	9.156454368409953					
RGna_RS15035	12.253885018302574	13.486336116053552	16.788611751644318	10.015220537663833	17.01612024868303					
RGna_RS15040	8.197350050252727	10.464691658156065	9.3470978435004	7.917915530953054	16.068555905423032					
RGna_RS15045	29.592132584991763	43.86464878150752	40.32706228692029	39.833263502072064	66.97590764548977					
RGna_RS15050	3.7629599690629076	6.314394555547187	3.303875178346181	7.496541313340455	6.91876572487706					
RGna_RS15055	79.43031109299719	79.11983854751418	76.42365236804852	28.042617505458733	62.014304906311494					
RGna_RS15060	28.92381711380165	23.85254576385727	23.671845394755294	15.845999617810586	21.21187592644049					
RGna_RS15065	59.013524046656826	78.25779059602613	64.49760070943465	47.26283849234619	74.50129052700547					
RGna_RS15070	49.738731682942515	66.10062692263119	52.523031178328594	41.12395025241854	54.417784929369944					
RGna_RS15075	60.551918620866	79.08405390773692	65.72863259672563	48.43181274929974	83.98005615270432					
RGna_RS15080	84.37441846642255	73.34301425843297	79.13753508837642	73.69467395627443	74.4064470716691					
RGna_RS15085	135.92386304917164	208.73851344069558	187.45312628332445	146.5664930558742	189.58793977074342					
RGna_RS15090	235.221674089522	315.0492242003622	255.3096915352602	256.4423574512345	349.67629563667936					
RGna_RS15095	7.062910974796284	40.48011372549407	10.071168803208177	9.6273070661346	6.151367413843161					
RGna_RS15100	15.036951805157418	29.133687514798186	26.404858003004094	16.85053425773114	11.31041820683976					
RGna_RS15105	1.03705238178169	0.659449746779305	1.248728199131684	0.0	0.0					
RGna_RS15110	3.016340927582173	1.6782996055533312	0.6810028428836006	0.60091323225983	3.1763424464208327					
RGna_RS15115	2.3762171294457626	1.349115438547694	2.299205739639166	0.0	0.5106659881705519					
RGna_RS15120	0.3132698292741128	1.7430411333639937	3.3006072503755117	0.0	1.41380227585497					
RGna_RS15125	19.264951179813142	13.781657344872245	23.19717712985501	23.027696856672318	10.433241612331203					
